26/04/2020,Seated Press,5,48,,Clean and Jerk
26/04/2020,Seated Press,5,48,,Clean and Jerk
27/04/2020,Back Squat,5,20,,Clean and Jerk
27/04/2020,Back Squat,5,40,,Clean and Jerk
27/04/2020,Back Squat,5,60,,Clean and Jerk
27/04/2020,Back Squat,5,60,,Clean and Jerk
27/04/2020,Back Squat,5,60,,Clean and Jerk
27/04/2020,Back Squat,5,60,,Clean and Jerk
27/04/2020,Back Squat,5,60,,Clean and Jerk
27/04/2020,Back Squat,5,70,,Clean and Jerk
28/04/2020,Back Squat,3,20,,Clean and Jerk
28/04/2020,Back Squat,3,40,,Clean and Jerk
28/04/2020,Back Squat,3,60,,Clean and Jerk
28/04/2020,Back Squat,3,80,,Clean and Jerk
28/04/2020,Back Squat,3,100,,Clean and Jerk
28/04/2020,Back Squat,3,105,,Clean and Jerk
28/04/2020,Back Squat,3,110,,Clean and Jerk
28/04/2020,Back Squat,3,115,,Clean and Jerk
28/04/2020,Clean Pull,3,60,,Clean and Jerk
28/04/2020,Clean Pull,3,80,,Clean and Jerk
28/04/2020,Clean Pull,3,100,,Clean and Jerk
28/04/2020,Clean Pull,3,110,,Clean and Jerk
28/04/2020,Clean Pull,3,110,,Clean and Jerk
28/04/2020,Clean Pull,3,110,,Clean and Jerk
28/04/2020,Seated Press,5,48,,Clean and Jerk
28/04/2020,Seated Press,5,48,,Clean and Jerk
28/04/2020,Seated Press,5,48,,Clean and Jerk
28/04/2020,Seated Press,5,48,,Clean and Jerk
28/04/2020,Seated Press,5,48,,Clean and Jerk
28/04/2020,Seated Press,10,40,,Clean and Jerk
29/04/2020,Front Squat,3,20,,Clean and Jerk
29/04/2020,Front Squat,3,40,,Clean and Jerk
29/04/2020,Front Squat,3,50,,Clean and Jerk
29/04/2020,Front Squat,3,60,,Clean and Jerk
29/04/2020,Front Squat,3,60,,Clean and Jerk
29/04/2020,Front Squat,3,60,,Clean and Jerk
29/04/2020,Front Squat,3,60,,Clean and Jerk
29/04/2020,Front Squat,3,60,,Clean and Jerk
30/04/2020,Front Squat,3,20,,Clean and Jerk
30/04/2020,Front Squat,3,40,,Clean and Jerk
30/04/2020,Front Squat,3,60,,Clean and Jerk
30/04/2020,Front Squat,3,80,,Clean and Jerk
30/04/2020,Front Squat,3,90,,Clean and Jerk
30/04/2020,Front Squat,3,100,,Clean and Jerk
30/04/2020,Front Squat,1,105,,Clean and Jerk
30/04/2020,Snatch Pull,3,60,,Snatch
30/04/2020,Snatch Pull,3,70,,Snatch
30/04/2020,Snatch Pull,3,80,,Snatch
30/04/2020,Snatch Pull,3,90,,Snatch
30/04/2020,Snatch Pull,3,100,,Snatch
30/04/2020,Snatch Pull,3,100,,Snatch
30/04/2020,Snatch Pull,3,100,,Snatch
30/04/2020,Seated Press,10,20,,Clean and Jerk
30/04/2020,Seated Press,10,20,,Clean and Jerk
30/04/2020,Seated Press,10,20,,Clean and Jerk
30/04/2020,Russian Twist,15,5,,Accessory
30/04/2020,Russian Twist,15,5,,Accessory
30/04/2020,Russian Twist,15,5,,Accessory
2/05/2020,Back Squat,3,20,,Clean and Jerk
2/05/2020,Back Squat,3,40,,Clean and Jerk
2/05/2020,Back Squat,3,60,,Clean and Jerk
2/05/2020,Back Squat,3,80,,Clean and Jerk
2/05/2020,Back Squat,3,90,,Clean and Jerk
2/05/2020,Back Squat,3,90,,Clean and Jerk
2/05/2020,Back Squat,3,90,,Clean and Jerk
2/05/2020,Back Squat,3,90,,Clean and Jerk
2/05/2020,Back Squat,3,90,,Clean and Jerk
5/05/2020,Snatch,3,20,,Snatch
5/05/2020,Snatch,3,30,,Snatch
5/05/2020,Snatch,3,40,,Snatch
5/05/2020,Snatch,3,50,,Snatch
5/05/2020,Snatch,3,60,,Snatch
5/05/2020,Snatch,1,65,,Snatch
5/05/2020,Snatch,1,70,,Snatch
5/05/2020,Snatch,1,75,,Snatch
5/05/2020,Snatch,1,80,,Snatch
5/05/2020,Snatch,1,85,,Snatch
5/05/2020,Snatch Pull,3,80,,Snatch
5/05/2020,Snatch Pull,3,80,,Snatch
5/05/2020,Snatch Pull,3,80,,Snatch
5/05/2020,Snatch Pull,3,80,,Snatch
5/05/2020,Snatch Pull,3,80,,Snatch
5/05/2020,Back Squat,3,50,,Clean and Jerk
5/05/2020,Back Squat,3,60,,Clean and Jerk
5/05/2020,Back Squat,3,70,,Clean and Jerk
5/05/2020,Back Squat,3,80,,Clean and Jerk
5/05/2020,Back Squat,3,80,,Clean and Jerk
5/05/2020,Back Squat,3,80,,Clean and Jerk
5/05/2020,Back Squat,3,80,,Clean and Jerk
5/05/2020,Back Squat,3,80,,Clean and Jerk
7/05/2020,Clean,2,30,,Clean and Jerk
7/05/2020,Clean,2,50,,Clean and Jerk
7/05/2020,Clean,2,70,,Clean and Jerk
7/05/2020,Clean,1,80,,Clean and Jerk
7/05/2020,Clean,1,90,,Clean and Jerk
7/05/2020,Clean,1,100,,Clean and Jerk
7/05/2020,Clean Pull,3,100,,Clean and Jerk
7/05/2020,Clean Pull,3,100,,Clean and Jerk
7/05/2020,Clean Pull,3,100,,Clean and Jerk
7/05/2020,Clean Pull,3,100,,Clean and Jerk
7/05/2020,Clean Pull,3,100,,Clean and Jerk
7/05/2020,Front Squat,3,50,,Clean and Jerk
7/05/2020,Front Squat,3,60,,Clean and Jerk
7/05/2020,Front Squat,3,70,,Clean and Jerk
